TRINITY_DN0_c0_g1	GO:0004674,GO:0004709,GO:0005524,GO:0005737,GO:0007346,GO:0010098,GO:0010103,GO:0010229,GO:0023014,GO:0031098,GO:0032147,GO:0040008
TRINITY_DN25703_c0_g1	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN25703_c1_g1	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN25704_c0_g1	GO:0009055,GO:0010181,GO:0016491
TRINITY_DN25705_c0_g1	GO:0005215,GO:0005618,GO:0005773,GO:0005783,GO:0009506,GO:0016021,GO:0055085
TRINITY_DN25707_c0_g1	GO:0006508,GO:0008658,GO:0009002,GO:0031226
TRINITY_DN25708_c5_g1	GO:0003676,GO:0004190,GO:0005524,GO:0008270,GO:0015074
TRINITY_DN25708_c9_g1	GO:0003676,GO:0004190,GO:0005524,GO:0008270,GO:0015074
TRINITY_DN2570_c0_g1	GO:0005634,GO:0005737,GO:0005829,GO:0005975,GO:0005983,GO:0005986,GO:0009737,GO:0009750,GO:0015979,GO:0016311,GO:0030388,GO:0042132,GO:0046872
TRINITY_DN2570_c0_g2	GO:0005737,GO:0005975,GO:0042132,GO:0046872
TRINITY_DN25710_c0_g1	GO:0005634,GO:0006351,GO:0045892
TRINITY_DN25717_c0_g1	GO:0009626
TRINITY_DN25720_c0_g1	GO:0009718,GO:0047213
TRINITY_DN25724_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN25729_c0_g1	GO:0003725,GO:0004525,GO:0005634,GO:0009733,GO:0009735,GO:0009737,GO:0010267,GO:0010305,GO:0010445,GO:0010589,GO:0030422,GO:0031053,GO:0031054,GO:0035196,GO:0035198,GO:0035279,GO:0090502
TRINITY_DN2572_c0_g1	GO:0030246
TRINITY_DN25735_c0_g1	GO:0005634,GO:0006351,GO:0006355,GO:0007623,GO:0009641,GO:0009742,GO:0032502,GO:0040008
TRINITY_DN25736_c0_g1	GO:0003723,GO:0004386,GO:0005524
TRINITY_DN25739_c0_g1	GO:0003755,GO:0005737,GO:0006457,GO:0007049,GO:0015031,GO:0051301
TRINITY_DN2573_c0_g1	GO:0000166,GO:0005634,GO:0005730,GO:0006397,GO:0008266,GO:0009451,GO:0009507,GO:0009570,GO:0009941,GO:0030529,GO:0044822,GO:0045087
TRINITY_DN25742_c1_g1	GO:0005623,GO:0045454,GO:0047134
TRINITY_DN25745_c1_g1	GO:0004575,GO:0005773,GO:0005985
TRINITY_DN25746_c0_g1	GO:0000139,GO:0002239,GO:0005524,GO:0005789,GO:0005886,GO:0006952,GO:0007165,GO:0009817,GO:0030275,GO:0043531
TRINITY_DN2574_c0_g2	GO:0003700,GO:0005634,GO:0006351,GO:0009737,GO:0009738,GO:0043565
TRINITY_DN25750_c0_g1	GO:0005975,GO:0030246,GO:0047938
TRINITY_DN25753_c0_g1	GO:0005739
TRINITY_DN25755_c1_g1	GO:0004674,GO:0005524,GO:0016021,GO:0048544
TRINITY_DN2575_c1_g1	GO:0005509,GO:0005544,GO:0005886,GO:0009506,GO:0016021,GO:0016757,GO:0048513
TRINITY_DN25760_c0_g1	GO:0000086,GO:0000307,GO:0004693,GO:0005524,GO:0008353,GO:0009755,GO:0009934,GO:0010389,GO:0016572
TRINITY_DN25762_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0030246
TRINITY_DN25767_c0_g1	GO:0005975,GO:0008422
TRINITY_DN25767_c0_g2	GO:0005975,GO:0009809,GO:0042802,GO:0047782
TRINITY_DN25775_c0_g1	GO:0000139,GO:0002239,GO:0005524,GO:0005789,GO:0005886,GO:0006952,GO:0007165,GO:0009817,GO:0030275,GO:0042742,GO:0043531
TRINITY_DN25779_c0_g1	GO:0005886,GO:0006813,GO:0015079,GO:0016020,GO:0016021
TRINITY_DN2577_c0_g1	GO:0004707,GO:0005524,GO:0005622
TRINITY_DN25786_c0_g1	GO:0005524,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN25788_c1_g1	GO:0000786,GO:0003677,GO:0005634
TRINITY_DN25794_c0_g1	GO:0000287,GO:0006518,GO:0016854
TRINITY_DN25795_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN25796_c0_g1	GO:0002764,GO:0004674,GO:0005524,GO:0005886,GO:0009626,GO:0010204,GO:0010359,GO:0012505,GO:0016021,GO:0016045,GO:0019199
TRINITY_DN25799_c0_g1	GO:0005739
TRINITY_DN2579_c0_g1	GO:0000326,GO:0004559,GO:0006013,GO:0008270,GO:0030246
TRINITY_DN257_c0_g1	GO:0005634
TRINITY_DN25802_c0_g1	GO:0005634
TRINITY_DN25804_c0_g1	GO:0000122,GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0007507
TRINITY_DN25805_c0_g1	GO:0005739
TRINITY_DN25806_c0_g1	GO:0008430,GO:0010197
TRINITY_DN25806_c1_g1	GO:0008430,GO:0010197
TRINITY_DN25806_c1_g2	GO:0000103,GO:0005829,GO:0008430,GO:0009506,GO:0042542,GO:0046686,GO:0071291
TRINITY_DN2580_c0_g1	GO:0004818,GO:0005524,GO:0005829,GO:0006424
TRINITY_DN25813_c1_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25813_c7_g1	GO:0003676,GO:0004190,GO:0005524,GO:0008270,GO:0015074
TRINITY_DN25813_c8_g1	GO:0003676,GO:0004190,GO:0005524,GO:0008270,GO:0015074
TRINITY_DN25818_c0_g1	GO:0003677,GO:0006352,GO:0006368,GO:0009908,GO:0009910,GO:0016570,GO:0016593,GO:0045893
TRINITY_DN25823_c0_g1	GO:0005524,GO:0005886,GO:0006468,GO:0009909,GO:0010075,GO:0016021,GO:0019900,GO:0033612
TRINITY_DN25826_c0_g1	GO:0004497,GO:0005506,GO:0005783,GO:0005789,GO:0006631,GO:0010345,GO:0016021,GO:0016705,GO:0018685,GO:0020037,GO:0042761,GO:0070330,GO:0071555
TRINITY_DN25828_c0_g1	GO:0004674,GO:0005524,GO:0005634,GO:0005730,GO:0005737,GO:0005886,GO:0009620,GO:0016301,GO:0046777,GO:0050832,GO:0052033
TRINITY_DN2582_c0_g1	GO:0000287,GO:0003984,GO:0009097,GO:0009099,GO:0009507,GO:0009635,GO:0030976,GO:0050660
TRINITY_DN25831_c0_g1	GO:0000139,GO:0002239,GO:0005524,GO:0005789,GO:0005886,GO:0006952,GO:0007165,GO:0009817,GO:0030275,GO:0042742,GO:0043531
TRINITY_DN25831_c0_g2	GO:0005524,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN25832_c0_g1	GO:0004197,GO:0005615,GO:0005764,GO:0005773,GO:0006508,GO:0008233,GO:0008234,GO:0009506,GO:0009507,GO:0048046,GO:0050832,GO:0051603
TRINITY_DN25833_c0_g1	GO:0002679,GO:0004601,GO:0005509,GO:0005622,GO:0005886,GO:0005887,GO:0007231,GO:0009060,GO:0009723,GO:0009738,GO:0009873,GO:0010053,GO:0010119,GO:0016021,GO:0016174,GO:0033198,GO:0033500,GO:0043069,GO:0050664,GO:0050665,GO:0052542
TRINITY_DN25833_c0_g2	GO:0002679,GO:0004601,GO:0005509,GO:0005622,GO:0005886,GO:0007231,GO:0009723,GO:0009738,GO:0009873,GO:0010119,GO:0016021,GO:0016174,GO:0033500,GO:0043069,GO:0050664,GO:0050665,GO:0052542
TRINITY_DN25833_c1_g1	GO:0004601,GO:0005509,GO:0005886,GO:0016021,GO:0016174,GO:0050664
TRINITY_DN25833_c1_g2	GO:0004601,GO:0005509,GO:0016021,GO:0050664
TRINITY_DN25836_c0_g1	GO:0003735,GO:0005634,GO:0005840,GO:0006412
TRINITY_DN25844_c0_g1	GO:0000226,GO:0001552,GO:0005198,GO:0005200,GO:0005634,GO:0005737,GO:0005739,GO:0005882,GO:0005883,GO:0007420,GO:0015643,GO:0019901,GO:0021510,GO:0021766,GO:0021987,GO:0030424,GO:0030674,GO:0031103,GO:0031175,GO:0033693,GO:0034599,GO:0042220,GO:0043204,GO:0043209,GO:0045104,GO:0045110,GO:0046982,GO:0048936,GO:0060052,GO:0061564,GO:0071392,GO:0097418,GO:0097481,GO:1902513,GO:1903935,GO:1903937
TRINITY_DN25847_c0_g3	GO:0005576,GO:0005975,GO:0006032,GO:0016998
TRINITY_DN25848_c0_g1	GO:0000148,GO:0003843,GO:0006075,GO:0008360,GO:0009556,GO:0009846,GO:0009860,GO:0010208,GO:0016021,GO:0071555,GO:0080092
TRINITY_DN2584_c0_g1	GO:0003677,GO:0005634,GO:0005730,GO:0006351,GO:0006355,GO:0009723,GO:0042803
TRINITY_DN2584_c0_g2	GO:0003677,GO:0005634,GO:0006351,GO:0006355
TRINITY_DN25853_c0_g1	GO:0008168
TRINITY_DN25859_c0_g1	GO:0004190,GO:0005783,GO:0008233,GO:0012501
TRINITY_DN25862_c0_g1	GO:0010345,GO:0050734,GO:0052325
TRINITY_DN25864_c0_g1	GO:0009793
TRINITY_DN25866_c0_g1	GO:0005829,GO:0016020,GO:0042803,GO:0070062
TRINITY_DN25866_c0_g2	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0046872
TRINITY_DN25866_c0_g3	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0046872
TRINITY_DN25866_c5_g1	GO:0016021
TRINITY_DN25866_c8_g1	GO:0005654
TRINITY_DN25867_c0_g1	GO:0000502,GO:0005634,GO:0005838,GO:0008540,GO:0016020,GO:0022624,GO:0030234,GO:0034515,GO:0042176,GO:0043161,GO:0070062
TRINITY_DN25867_c0_g2	GO:0000502,GO:0005634,GO:0005838,GO:0008540,GO:0016020,GO:0022624,GO:0030234,GO:0034515,GO:0042176,GO:0043161,GO:0070062
TRINITY_DN25867_c0_g3	GO:0000502,GO:0005634,GO:0005838,GO:0008540,GO:0016020,GO:0022624,GO:0030234,GO:0034515,GO:0042176,GO:0043161,GO:0070062
TRINITY_DN25867_c0_g4	GO:0022624,GO:0030234,GO:0042176
TRINITY_DN2586_c0_g1	GO:0005524,GO:0005618,GO:0005634,GO:0005829,GO:0005886,GO:0009408,GO:0009506,GO:0046686
TRINITY_DN25872_c0_g2	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25880_c0_g1	GO:0005524,GO:0009570
TRINITY_DN25880_c0_g2	GO:0005524,GO:0009570
TRINITY_DN25881_c0_g1	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0007275
TRINITY_DN25881_c0_g2	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0007275
TRINITY_DN25881_c0_g3	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0007275
TRINITY_DN25889_c0_g1	GO:0004674,GO:0005506,GO:0005524,GO:0005886,GO:0007275,GO:0010268,GO:0010295,GO:0016021,GO:0016032,GO:0016125,GO:0016132,GO:0020037,GO:0046345
TRINITY_DN25893_c0_g1	GO:0048046
TRINITY_DN25896_c0_g1	GO:0003964,GO:0046872
TRINITY_DN25897_c0_g1	GO:0005385,GO:0005773,GO:0005774,GO:0006829,GO:0006882,GO:0008324,GO:0010043,GO:0016020,GO:0016021,GO:0046872,GO:0046873,GO:0061088,GO:0071577
TRINITY_DN25899_c1_g1	GO:0005739
TRINITY_DN2589_c0_g1	GO:0000023,GO:0005363,GO:0005975,GO:0005983,GO:0009624,GO:0009706,GO:0009941,GO:0015768,GO:0016021
TRINITY_DN25901_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN25901_c0_g2	GO:0001944,GO:0004674,GO:0005524,GO:0005886,GO:0010067,GO:0010089,GO:0010223,GO:0016021,GO:0051301
TRINITY_DN25902_c0_g2	GO:0004252,GO:0005576,GO:0005618,GO:0040008
TRINITY_DN25902_c0_g3	GO:0004252
TRINITY_DN25904_c0_g1	GO:0002764,GO:0004674,GO:0005524,GO:0005886,GO:0009626,GO:0010204,GO:0010359,GO:0012505,GO:0016021,GO:0016045,GO:0019199
TRINITY_DN25905_c0_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25905_c2_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25905_c3_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25905_c3_g2	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25905_c3_g3	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25905_c4_g2	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25905_c5_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25911_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0010075,GO:0016021,GO:0030154,GO:0033612,GO:0043621,GO:0048229,GO:0048437
TRINITY_DN25917_c0_g1	GO:0008380,GO:0009507
TRINITY_DN25920_c1_g1	GO:0005525,GO:0005622,GO:0005739,GO:0005886,GO:0007264,GO:0015031
TRINITY_DN25924_c0_g1	GO:0004315,GO:0006633,GO:0009507,GO:0009570
TRINITY_DN25926_c0_g1	GO:0009507
TRINITY_DN25926_c1_g1	GO:0009507
TRINITY_DN25928_c0_g1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355
TRINITY_DN2592_c0_g1	GO:0005634,GO:0006351,GO:0006355,GO:0007275,GO:0040008
TRINITY_DN25933_c0_g1	GO:0016021
TRINITY_DN25935_c0_g2	GO:0005654,GO:0005819,GO:0005874,GO:0007067,GO:0009524,GO:0032147,GO:0051301,GO:0060236
TRINITY_DN25936_c0_g1	GO:0003746,GO:0005853
TRINITY_DN25937_c0_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN25937_c1_g1	GO:0005524,GO:0007165,GO:0009615,GO:0009626,GO:0043531,GO:0051607
TRINITY_DN2593_c0_g1	GO:0000304,GO:0001666,GO:0005634,GO:0005737,GO:0005783,GO:0006629,GO:0009626,GO:0009627,GO:0010310,GO:0010618,GO:0010942,GO:0016298,GO:0042803
TRINITY_DN2594_c0_g1	GO:0004017,GO:0005524,GO:0009507
TRINITY_DN2594_c0_g2	GO:0004017,GO:0005524,GO:0009507
TRINITY_DN2594_c1_g1	GO:0004017,GO:0005524,GO:0005739
TRINITY_DN25950_c0_g1	GO:0004144,GO:0009507,GO:0010287,GO:0019432,GO:0033306
TRINITY_DN25953_c0_g1	GO:0005739
TRINITY_DN25954_c0_g1	GO:0004497,GO:0005506,GO:0010268,GO:0016021,GO:0016131,GO:0016705,GO:0020037,GO:0040008
TRINITY_DN25954_c1_g1	GO:0005506,GO:0008395,GO:0009741,GO:0010268,GO:0016021,GO:0016131,GO:0016705,GO:0020037,GO:0040008
TRINITY_DN25959_c0_g1	GO:0003677,GO:0005524,GO:0006171,GO:0006952,GO:0008270,GO:0043531
TRINITY_DN25959_c1_g1	GO:0003677,GO:0006171,GO:0008270
TRINITY_DN25964_c0_g1	GO:0001837,GO:0001948,GO:0002576,GO:0004871,GO:0005576,GO:0005634,GO:0005730,GO:0005737,GO:0005802,GO:0005829,GO:0005884,GO:0005886,GO:0005925,GO:0007195,GO:0007264,GO:0007596,GO:0008134,GO:0015629,GO:0016020,GO:0016479,GO:0017048,GO:0017160,GO:0030168,GO:0030863,GO:0031267,GO:0031523,GO:0031532,GO:0032432,GO:0034329,GO:0034394,GO:0034988,GO:0042177,GO:0042384,GO:0042789,GO:0042803,GO:0042993,GO:0043025,GO:0043066,GO:0043113,GO:0043123,GO:0043198,GO:0043433,GO:0044822,GO:0045022,GO:0045184,GO:0048365,GO:0048471,GO:0050821,GO:0051015,GO:0051220,GO:0051764,GO:0070062,GO:0070527,GO:0090307,GO:0097440,GO:1900026,GO:2001046
TRINITY_DN25964_c0_g2	GO:0001837,GO:0001948,GO:0002576,GO:0004871,GO:0005576,GO:0005634,GO:0005730,GO:0005737,GO:0005802,GO:0005829,GO:0005884,GO:0005886,GO:0005925,GO:0007195,GO:0007264,GO:0007596,GO:0008134,GO:0015629,GO:0016020,GO:0016479,GO:0017048,GO:0017160,GO:0030168,GO:0030863,GO:0031267,GO:0031523,GO:0031532,GO:0032432,GO:0034329,GO:0034394,GO:0034988,GO:0042177,GO:0042384,GO:0042789,GO:0042803,GO:0042993,GO:0043025,GO:0043066,GO:0043113,GO:0043123,GO:0043198,GO:0043433,GO:0044822,GO:0045022,GO:0045184,GO:0048365,GO:0048471,GO:0050821,GO:0051015,GO:0051220,GO:0051764,GO:0070062,GO:0070527,GO:0090307,GO:0097440,GO:1900026,GO:2001046
TRINITY_DN25965_c0_g3	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0006351,GO:0032876,GO:0042023
TRINITY_DN25968_c0_g2	GO:0003676,GO:0004523,GO:0046872
TRINITY_DN25968_c0_g3	GO:0003676,GO:0004523,GO:0005576,GO:0005618,GO:0046872,GO:0071555
TRINITY_DN25969_c0_g1	GO:0005524,GO:0005829,GO:0006012,GO:0046396,GO:0046835,GO:0046872,GO:0047912
TRINITY_DN25971_c0_g1	GO:0003677,GO:0046872
TRINITY_DN25976_c0_g1	GO:0016021
TRINITY_DN2597_c0_g1	GO:0003676,GO:0003723,GO:0005634,GO:0005829,GO:0006351,GO:0006355,GO:0046872
TRINITY_DN2597_c0_g2	GO:0000188,GO:0004725,GO:0005829,GO:0006952,GO:0009651,GO:0010224,GO:0010225,GO:0017017
TRINITY_DN25982_c0_g1	GO:0000139,GO:0005794,GO:0009555,GO:0009860,GO:0016021,GO:0047262,GO:0052325,GO:0090406
TRINITY_DN25982_c0_g2	GO:0000139,GO:0005794,GO:0009555,GO:0009860,GO:0016021,GO:0047262,GO:0052325,GO:0090406
TRINITY_DN25982_c0_g3	GO:0000139,GO:0005794,GO:0009555,GO:0009860,GO:0016021,GO:0047262,GO:0052325,GO:0090406
TRINITY_DN25982_c0_g4	GO:0000139,GO:0005794,GO:0009555,GO:0009860,GO:0016021,GO:0047262,GO:0052325,GO:0090406
TRINITY_DN25984_c0_g2	GO:0000495,GO:0003723,GO:0005730,GO:0005829,GO:0009506,GO:0009982,GO:0031118,GO:0031120,GO:0031429,GO:1990481
TRINITY_DN25986_c0_g1	GO:0016021
TRINITY_DN2598_c0_g1	GO:0003735,GO:0005347,GO:0005509,GO:0005743,GO:0006412,GO:0006839,GO:0010941,GO:0016021,GO:0034599,GO:0071277
TRINITY_DN25998_c0_g1	GO:0000166,GO:0005829,GO:0008202,GO:0009611,GO:0010051,GO:0035671,GO:0047787,GO:0050662
TRINITY_DN2599_c0_g1	GO:0005739,GO:0005747,GO:0005774,GO:0009507,GO:0009651,GO:0009737,GO:0009853,GO:0010228,GO:0031966,GO:0045271,GO:0046872
TRINITY_DN259_c0_g1	GO:0003700,GO:0005634,GO:0006351,GO:0043565
TRINITY_DN25_c0_g1	GO:0005524,GO:0005739,GO:0005743,GO:0007005,GO:0016021,GO:0042645
TRINITY_DN25_c1_g1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0008361,GO:0009414,GO:0009909,GO:0010090,GO:0010200,GO:0030308,GO:0032876,GO:0042631,GO:0042803,GO:0043565,GO:0045892,GO:0046621,GO:0048441,GO:0048442,GO:0048498,GO:0090428,GO:2000037,GO:2000038
TRINITY_DN26002_c0_g1	GO:0000786,GO:0003677,GO:0005634
TRINITY_DN26009_c0_g1	GO:0004672,GO:0005524,GO:0005783,GO:0005886,GO:0016021
TRINITY_DN26009_c0_g2	GO:0002764,GO:0004674,GO:0005524,GO:0005886,GO:0009626,GO:0010204,GO:0010359,GO:0012505,GO:0016021,GO:0016045,GO:0019199
TRINITY_DN26011_c0_g1	GO:0004650,GO:0005975,GO:0016021
TRINITY_DN26017_c0_g1	GO:0001046,GO:0001228,GO:0003700,GO:0005634,GO:0006355,GO:0006366,GO:0045944,GO:0048765,GO:0048767,GO:0080147
TRINITY_DN26019_c0_g1	GO:0000062,GO:0001676,GO:0003995,GO:0003997,GO:0005777,GO:0006635,GO:0009055,GO:0009506,GO:0009611,GO:0009620,GO:0009695,GO:0033539,GO:0046686,GO:0050660,GO:0052890,GO:0055088
TRINITY_DN2601_c0_g1	GO:0003700,GO:0005634,GO:0006351,GO:0043565
TRINITY_DN26023_c0_g1	GO:0005524,GO:0006952,GO:0043531
TRINITY_DN26025_c0_g1	GO:0003735,GO:0005774,GO:0005777,GO:0006412,GO:0009514,GO:0015297,GO:0016021,GO:0043132,GO:0044375,GO:0046861
TRINITY_DN2602_c0_g1	GO:0000815,GO:0005886,GO:0007034,GO:0015031,GO:0070676
TRINITY_DN26036_c0_g1	GO:0003677,GO:0005634,GO:0005737,GO:0006351,GO:0006355,GO:0009742
TRINITY_DN26037_c0_g1	GO:0009693,GO:0009835,GO:0016847,GO:0030170
TRINITY_DN26037_c0_g2	GO:0009693,GO:0009835,GO:0016847,GO:0030170
TRINITY_DN26037_c0_g3	GO:0009693,GO:0009835,GO:0016847,GO:0030170
TRINITY_DN26037_c0_g4	GO:0009693,GO:0009835,GO:0016847,GO:0030170
TRINITY_DN26039_c0_g1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009873
TRINITY_DN26039_c1_g1	GO:0001944,GO:0002213,GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009611,GO:0009873,GO:0051301
TRINITY_DN26039_c1_g2	GO:0001944,GO:0002213,GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009611,GO:0009873,GO:0051301
TRINITY_DN26042_c0_g1	GO:0005737,GO:0046872,GO:0051213
TRINITY_DN26042_c0_g2	GO:0005737,GO:0046872,GO:0051213
TRINITY_DN26043_c0_g1	GO:0003964,GO:0004519,GO:0006310,GO:0046872
TRINITY_DN26048_c0_g1	GO:0005634,GO:0005737,GO:0005829,GO:0031990,GO:0034620,GO:0042802,GO:0051082,GO:0061077,GO:0071218
TRINITY_DN26048_c0_g2	GO:0005634,GO:0005737,GO:0005829,GO:0031990,GO:0034620,GO:0042802,GO:0051082,GO:0061077,GO:0071218
TRINITY_DN26049_c0_g1	GO:0005739,GO:0006952,GO:0007165,GO:0010193,GO:0043531
TRINITY_DN26049_c1_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN2604_c0_g1	GO:0003676,GO:0005654,GO:0008270
TRINITY_DN26051_c0_g1	GO:0009055,GO:0046872,GO:0055114
TRINITY_DN26052_c2_g1	GO:0009507,GO:0009793
TRINITY_DN26052_c3_g1	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN26058_c1_g2	GO:0004321,GO:0005524,GO:0005777,GO:0009695,GO:0016874,GO:0031408
TRINITY_DN26059_c0_g1	GO:0004675,GO:0005524,GO:0005768,GO:0005886,GO:0006898,GO:0007178,GO:0010008,GO:0010359,GO:0016020,GO:0016021,GO:0016045,GO:0042742,GO:0052544
TRINITY_DN26059_c0_g2	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0016032
TRINITY_DN2605_c0_g1	GO:0005789,GO:0005886,GO:0009626,GO:0009723,GO:0009751,GO:0009873,GO:0010008,GO:0016021,GO:0070273,GO:1900056,GO:1900150
TRINITY_DN26062_c0_g1	GO:0000245,GO:0000375,GO:0000398,GO:0003676,GO:0005576,GO:0005634,GO:0005686,GO:0008270,GO:0071004,GO:0071013
TRINITY_DN26063_c0_g1	GO:0009693,GO:0009815,GO:0009835,GO:0031418,GO:0046872
TRINITY_DN26063_c0_g2	GO:0009693,GO:0009815,GO:0009835,GO:0031418,GO:0046872
TRINITY_DN26070_c0_g1	GO:0005524,GO:0005618,GO:0005634,GO:0005739,GO:0005774,GO:0005794,GO:0005829,GO:0005886,GO:0006351,GO:0006355,GO:0009266,GO:0009408,GO:0009615,GO:0009617,GO:0009644,GO:0016567,GO:0031625,GO:0042542,GO:0046686,GO:0048046
TRINITY_DN26073_c0_g1	GO:0000287,GO:0004455,GO:0009097,GO:0009099,GO:0009507,GO:0042803,GO:0070402
TRINITY_DN26079_c0_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN2607_c0_g1	GO:0003677,GO:0003700,GO:0005634,GO:0006355
TRINITY_DN26084_c0_g1	GO:0004375,GO:0005739,GO:0006546
TRINITY_DN26084_c0_g2	GO:0004375,GO:0019464
TRINITY_DN26084_c0_g4	GO:0004375,GO:0005739,GO:0006546
TRINITY_DN26089_c0_g1	GO:0003964,GO:0004190,GO:0004519
TRINITY_DN2608_c0_g1	GO:0004618,GO:0005524,GO:0005737,GO:0006096
TRINITY_DN2609_c0_g1	GO:0005783,GO:0005789,GO:0005829,GO:0016567,GO:0031463,GO:0043005,GO:0043025
TRINITY_DN260_c0_g1	GO:0000226,GO:0000339,GO:0000911,GO:0003743,GO:0005829,GO:0006417,GO:0006446,GO:0008135,GO:0009615,GO:0009630,GO:0009737,GO:0016032,GO:0016281,GO:0019221,GO:0044822
TRINITY_DN26101_c0_g1	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN26101_c1_g1	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN26108_c0_g1	GO:0000741,GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0010197,GO:0044212
TRINITY_DN2610_c0_g1	GO:0002230,GO:0003677,GO:0003723,GO:0004519,GO:0005524,GO:0005634,GO:0005768,GO:0006281,GO:0006282,GO:0009626,GO:0016301,GO:0016568,GO:0016887,GO:0031047,GO:0031935,GO:0034052,GO:0051607,GO:0090305,GO:1900426,GO:1901672
TRINITY_DN26110_c0_g1	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0048544
TRINITY_DN26110_c1_g1	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0048544
TRINITY_DN26110_c1_g2	GO:0004674,GO:0004675,GO:0005524,GO:0005773,GO:0005886,GO:0006468,GO:0006952,GO:0007178,GO:0009506,GO:0016021,GO:0030246,GO:0031625,GO:0048544
TRINITY_DN26110_c2_g1	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0048544
TRINITY_DN26110_c3_g1	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0048544
TRINITY_DN26116_c0_g1	GO:0000741,GO:0006810,GO:0009651,GO:0010197,GO:0016021
TRINITY_DN26116_c0_g2	GO:0000741,GO:0006810,GO:0009651,GO:0010197,GO:0016021
TRINITY_DN26121_c6_g1	GO:0000124,GO:0003713,GO:0005643,GO:0006368,GO:0006406,GO:0015031,GO:0016578,GO:0045893,GO:0070390,GO:0071819
TRINITY_DN26128_c0_g1	GO:0000910,GO:0000922,GO:0005525,GO:0005622,GO:0005739,GO:0005771,GO:0005802,GO:0005813,GO:0005828,GO:0005886,GO:0006887,GO:0007080,GO:0007264,GO:0010634,GO:0010796,GO:0010971,GO:0015031,GO:0030424,GO:0030953,GO:0031175,GO:0032154,GO:0032402,GO:0036258,GO:0045335,GO:0045773,GO:0048471,GO:0055037,GO:0055038,GO:0060627,GO:0070062,GO:0072594,GO:0072659,GO:0090150,GO:0090307,GO:1990182
TRINITY_DN2612_c0_g1	GO:0016491
TRINITY_DN2612_c0_g2	GO:0000166,GO:0016491
TRINITY_DN2612_c0_g3	GO:0016491
TRINITY_DN2612_c0_g4	GO:0016491
TRINITY_DN2612_c0_g5	GO:0016491
TRINITY_DN2612_c1_g1	GO:0016491
TRINITY_DN26130_c0_g1	GO:0003979,GO:0005634,GO:0005829,GO:0005975,GO:0006024,GO:0006065,GO:0051287
